"","rated","turns","victory_status","winner","increment_code","white_id","white_rating","black_id","black_rating","opening_name","shortname","avgrating","starttime","gametype"
"6050","True",78,"mate","black","15+0","--jim--",986,"voodooo",1289,"Scandinavian Defense","Scandinavian Defense",1137.5,"15","Classical"
"6051","True",65,"resign","white","5+10","cataloniafree",1373,"voodooo",1303,"Scandinavian Defense: Mieses-Kotroc Variation","Scandinavian Defense",1338,"5","Blitz"
"6052","True",57,"resign","white","5+10","voodooo",1279,"cataloniafree",1387,"Zukertort Opening: Reversed Mexican Defense","Zukertort Opening",1333,"5","Blitz"
"6053","True",50,"mate","black","30+0","evansimone",1500,"mcervants",1732,"Van't Kruijs Opening","Van't Kruijs Opening",1616,"30","Classical"
"6054","False",118,"mate","black","1+20","andy_fresh",1500,"evansimone",1500,"French Defense: Bird Invitation","French Defense",1500,"1","Bullet"
"6055","False",74,"mate","black","10+0","andy_fresh",1500,"evansimone",1500,"French Defense","French Defense",1500,"10","Classical"
"6056","True",67,"resign","white","5+5","milancuruvija",2182,"stirlits",2210,"French Defense: Normal Variation","French Defense",2196,"5","Blitz"
"6057","True",97,"draw","draw","5+5","milancuruvija",2239,"stirlits",2198,"French Defense: Normal Variation","French Defense",2218.5,"5","Blitz"
"6058","True",45,"resign","white","5+5","milancuruvija",2184,"hamada13",2200,"Sicilian Defense: Modern Variations |  Tartakower","Sicilian Defense",2192,"5","Blitz"
"6059","True",59,"mate","white","0+20","w-w-j-b-d",1587,"invincible626",1500,"King's Pawn Game","King's Pawn Game",1543.5,"0","Bullet"
"6060","True",68,"mate","black","10+0","luigui0007",1883,"plausibletheory",2093,"Queen's Pawn Game: Franco-Sicilian Defense","Queen's Pawn Game",1988,"10","Classical"
"6061","False",72,"mate","black","10+0","hamp",1713,"plausibletheory",2054,"Scandinavian Defense","Scandinavian Defense",1883.5,"10","Classical"
"6062","False",67,"mate","white","10+0","plausibletheory",2044,"hamp",1716,"Queen's Gambit Declined","Queen's Gambit Declined",1880,"10","Classical"
"6063","False",49,"resign","white","10+0","plausibletheory",2004,"gladpie",2004,"Zukertort Opening: Santasiere's Folly","Zukertort Opening",2004,"10","Classical"
"6064","False",41,"mate","white","10+2","plausibletheory",2004,"bander",1744,"Sicilian Defense: Open #3","Sicilian Defense",1874,"10","Classical"
"6065","False",48,"resign","black","15+0","ivan250556",1700,"plausibletheory",1990,"Caro-Kann Defense: Exchange Variation","Caro-Kann Defense",1845,"15","Classical"
"6066","False",50,"resign","black","5+8","drums",1677,"plausibletheory",1944,"Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order","Sicilian Defense",1810.5,"5","Blitz"
"6067","False",46,"outoftime","black","10+5","arj",1613,"plausibletheory",1927,"Sicilian Defense: McDonnell Attack","Sicilian Defense",1770,"10","Classical"
"6068","False",41,"resign","white","10+0","plausibletheory",1831,"tupy",1733,"English Opening: Neo-Catalan","English Opening",1782,"10","Classical"
"6069","True",19,"resign","white","7+6","gil",1316,"nicholas130",1293,"Italian Game","Italian Game",1304.5,"7","Blitz"
"6070","False",24,"outoftime","black","10+5","nicholas130",1064,"waverider",1069,"English Opening: The Whale","English Opening",1066.5,"10","Classical"
"6071","True",52,"resign","white","25+4","valsy",1705,"nicholas130",1324,"Sicilian Defense: McDonnell Attack","Sicilian Defense",1514.5,"25","Classical"
"6072","True",58,"resign","black","15+0","chessastur",1436,"inuit_nunaat",2047,"Queen's Pawn Game","Queen's Pawn Game",1741.5,"15","Classical"
"6073","False",78,"draw","draw","7+3","unicornz",2305,"crazyscientist2",1500,"Sicilian Defense: Chekhover Variation","Sicilian Defense",1902.5,"7","Blitz"
"6074","False",19,"resign","white","7+3","unicornz",2305,"crazyscientist2",1500,"Sicilian Defense: Alapin Variation |  Barmen Defense |  Central Exchange","Sicilian Defense",1902.5,"7","Blitz"
"6075","False",122,"mate","black","7+3","crazyscientist2",1500,"unicornz",2305,"Sicilian Defense: Closed Variation","Sicilian Defense",1902.5,"7","Blitz"
"6076","False",50,"resign","black","30+30","sparklehorse",2475,"unicornz",2305,"Sicilian Defense: Najdorf |  Lipnitsky Attack","Sicilian Defense",2390,"30","Classical"
"6077","True",129,"resign","white","5+8","goxi1278",1679,"jedi-tal",1795,"English Opening: King's English Variation","English Opening",1737,"5","Blitz"
"6078","True",65,"mate","white","5+8","jedi-tal",1500,"goxi1278",1689,"Sicilian Defense: Delayed Alapin Variation","Sicilian Defense",1594.5,"5","Blitz"
"6079","True",38,"outoftime","black","5+8","masoud30",1263,"zuri",1521,"King's Pawn Game: King's Head Opening #2","King's Pawn Game",1392,"5","Blitz"
"6080","False",38,"outoftime","black","5+8","masoud30",1364,"ronaldo69",1175,"Scandinavian Defense","Scandinavian Defense",1269.5,"5","Blitz"
"6081","False",40,"outoftime","black","5+8","masoud30",1364,"nejdetckenobi",1501,"French Defense: King's Indian Attack","French Defense",1432.5,"5","Blitz"
"6082","False",28,"outoftime","black","5+8","masoud30",1364,"kaipoche",1078,"French Defense: King's Indian Attack","French Defense",1221,"5","Blitz"
"6083","False",15,"resign","black","5+8","dondivi",1336,"masoud30",1500,"Bishop's Opening","Bishop's Opening",1418,"5","Blitz"
"6084","True",39,"mate","white","3+8","vahehabram",1668,"hayati",1313,"Bishop's Opening: Boi Variation","Bishop's Opening",1490.5,"3","Blitz"
"6085","True",54,"resign","black","3+8","hayati",1316,"vahehabram",1665,"Sicilian Defense","Sicilian Defense",1490.5,"3","Blitz"
"6086","True",21,"resign","white","5+5","saaaper",1382,"sagnik",1500,"Scandinavian Defense: Blackburne-Kloosterboer Gambit","Scandinavian Defense",1441,"5","Blitz"
"6087","True",61,"mate","white","5+8","dmka",1338,"luckyxthirteen",1306,"English Opening","English Opening",1322,"5","Blitz"
"6088","True",22,"resign","white","10+0","luca275",1730,"leon1999",1849,"Scandinavian Defense: Modern Variation #2","Scandinavian Defense",1789.5,"10","Classical"
"6089","True",63,"resign","white","10+0","mad_giraffe",1850,"leon1999",1870,"Zukertort Opening: Queen's Gambit Invitation","Zukertort Opening",1860,"10","Classical"
"6090","True",35,"resign","white","25+0","hamouda",1410,"tjwds",1561,"English Opening: Anglo-Scandinavian Defense","English Opening",1485.5,"25","Classical"
"6091","True",30,"resign","white","5+5","igoro2014",1325,"tjwds",1457,"Four Knights Game","Four Knights Game",1391,"5","Blitz"
"6092","True",40,"resign","black","5+5","peaopreto",1291,"tjwds",1471,"Ruy Lopez: Berlin Defense #2","Ruy Lopez",1381,"5","Blitz"
"6093","True",47,"mate","white","10+0","yop88",1455,"john007",1298,"English Opening: King's English Variation |  Reversed Closed Sicilian","English Opening",1376.5,"10","Classical"
"6094","True",25,"mate","white","12+12","sansoni",1484,"john007",1273,"Queen's Pawn Game","Queen's Pawn Game",1378.5,"12","Classical"
"6095","True",36,"mate","black","90+0","john007",1295,"mamontidla",1675,"Four Knights Game: Italian Variation","Four Knights Game",1485,"90","Classical"
"6096","True",12,"resign","white","90+0","mamontidla",1672,"john007",1322,"Italian Game: Two Knights Defense |  Knight Attack","Italian Game",1497,"90","Classical"
"6097","True",100,"resign","black","5+8","john007",1357,"kossta",1689,"Sicilian Defense: Old Sicilian","Sicilian Defense",1523,"5","Blitz"
"6098","True",19,"resign","white","5+8","kossta",1685,"john007",1413,"Italian Game: Two Knights Defense |  Knight Attack","Italian Game",1549,"5","Blitz"
"6099","True",37,"resign","black","40+9","john007",1500,"ferz1",1741,"French Defense: Knight Variation","French Defense",1620.5,"40","Classical"
"6100","True",12,"outoftime","black","7+3","tinasoria",1386,"batmangambit",1500,"Caro-Kann Defense: Hillbilly Attack","Caro-Kann Defense",1443,"7","Blitz"
"6101","False",126,"outoftime","black","5+5","discofox",2152,"lifeandstuff",2075,"Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation","Italian Game",2113.5,"5","Blitz"
"6102","False",41,"resign","white","10+10","lifeandstuff",2056,"alpay",1841,"English Opening: Symmetrical Variation |  Full Symmetry Line","English Opening",1948.5,"10","Classical"
"6103","False",40,"resign","black","7+3","ahmetrasay",1663,"lifeandstuff",2069,"French Defense: Knight Variation","French Defense",1866,"7","Blitz"
"6104","False",96,"resign","black","25+20","lauraschmidt",1715,"lifeandstuff",2060,"Sicilian Defense: Bowdler Attack","Sicilian Defense",1887.5,"25","Classical"
"6105","False",91,"resign","white","9+0","lifeandstuff",2056,"chalomaria",1684,"Ruy Lopez: Cozio Defense","Ruy Lopez",1870,"9","Blitz"
"6106","False",102,"resign","black","9+0","chalomaria",1687,"lifeandstuff",2052,"French Defense: Knight Variation","French Defense",1869.5,"9","Blitz"
"6107","False",145,"resign","white","8+0","kasikelatino",1800,"lifeandstuff",2079,"French Defense: Knight Variation","French Defense",1939.5,"8","Blitz"
"6108","False",88,"outoftime","black","10+0","alibaba2014",1723,"lifeandstuff",2159,"Queen's Pawn Game: Colle System","Queen's Pawn Game",1941,"10","Classical"
"6109","False",23,"resign","white","10+0","lifeandstuff",2158,"snorri",1477,"Caro-Kann Defense: Classical Variation |  Main Line","Caro-Kann Defense",1817.5,"10","Classical"
"6110","False",77,"resign","white","10+0","lifeandstuff",2158,"josalmo",992,"English Opening: Anglo-Indian Defense |  King's Knight Variation","English Opening",1575,"10","Classical"
"6111","False",67,"resign","white","10+0","lifeandstuff",2153,"kjaliner",1555,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1854,"10","Classical"
"6112","False",71,"resign","white","10+0","lifeandstuff",2152,"pyctem",1580,"Zukertort Opening: Queen's Gambit Invitation","Zukertort Opening",1866,"10","Classical"
"6113","True",66,"resign","black","5+5","thoughtpolice",1810,"cuzinvinny",1738,"Sicilian Defense: Old Sicilian","Sicilian Defense",1774,"5","Blitz"
"6114","True",85,"resign","white","5+5","cuzinvinny",1724,"thoughtpolice",1824,"Sicilian Defense: Open #3","Sicilian Defense",1774,"5","Blitz"
"6115","True",107,"draw","draw","10+5","agazamiseh",1406,"terrytee1984",1459,"Scotch Game","Scotch Game",1432.5,"10","Classical"
"6116","True",41,"mate","white","10+5","terrytee1984",1412,"agazamiseh",1417,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1414.5,"10","Classical"
"6117","True",51,"resign","white","10+0","alejandrobr",2315,"upandcomer",2200,"Caro-Kann Defense: Classical |  7...Nd7","Caro-Kann Defense",2257.5,"10","Classical"
"6118","True",51,"mate","white","12+4","koen",1855,"franco47",1202,"Italian Game: Two Knights Defense |  Modern Bishop's Opening","Italian Game",1528.5,"12","Classical"
"6119","True",74,"resign","white","12+2","mailmukulgupta",1386,"franco47",1255,"Scandinavian Defense: Mieses-Kotroc Variation","Scandinavian Defense",1320.5,"12","Classical"
"6120","True",85,"mate","white","14+6","79165333785",1781,"franco47",1274,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1527.5,"14","Classical"
"6121","True",15,"mate","white","30+0","nik2",1613,"franco47",1309,"Scandinavian Defense","Scandinavian Defense",1461,"30","Classical"
"6122","True",57,"mate","white","15+0","juanin",1589,"franco47",1500,"French Defense: Advance Variation #3","French Defense",1544.5,"15","Classical"
"6123","True",121,"mate","white","20+1","20200",1238,"lucatiel-of-mirrah",885,"Van't Kruijs Opening","Van't Kruijs Opening",1061.5,"20","Classical"
"6124","False",27,"resign","black","20+12","lucatiel-of-mirrah",788,"val4",1307,"Zukertort Opening: Queen's Gambit Invitation","Zukertort Opening",1047.5,"20","Classical"
"6125","True",21,"mate","white","10+0","vitorsoares",955,"lucatiel-of-mirrah",959,"King's Pawn Game: Nimzowitsch Defense","King's Pawn Game",957,"10","Classical"
"6126","True",55,"mate","white","12+8","rieff",1130,"lucatiel-of-mirrah",1500,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1315,"12","Classical"
"6127","True",35,"resign","black","20+10","zazz4",2026,"futurjohnnix",1593,"Ruy Lopez: Morphy Defense #2","Ruy Lopez",1809.5,"20","Classical"
"6128","True",65,"resign","white","20+10","zazz4",2015,"rigoberto_22",1877,"Sicilian Defense: Accelerated Dragon |  Maroczy Bind","Sicilian Defense",1946,"20","Classical"
"6129","True",42,"resign","black","20+10","pi0n_izq1erdo",1527,"zazz4",2013,"Queen's Pawn Game: Mason Attack","Queen's Pawn Game",1770,"20","Classical"
"6130","True",74,"resign","black","20+10","atilioss",1512,"zazz4",2009,"Queen's Pawn Game","Queen's Pawn Game",1760.5,"20","Classical"
"6131","True",66,"resign","black","10+20","zazz4",2037,"ajveno",1734,"Sicilian Defense: Accelerated Dragon","Sicilian Defense",1885.5,"10","Classical"
"6132","True",125,"outoftime","white","30+15","miriammarques",1432,"zazz4",2069,"Italian Game: Classical Variation |  Giuoco Pianissimo","Italian Game",1750.5,"30","Classical"
"6133","False",50,"resign","black","5+10","zazz4",2069,"baleful",1500,"Ruy Lopez: Nuernberg Variation","Ruy Lopez",1784.5,"5","Blitz"
"6134","False",23,"resign","black","10+5","ktikkani",1144,"digger059",1500,"Ruy Lopez: Steinitz Defense","Ruy Lopez",1322,"10","Classical"
"6135","True",93,"mate","white","5+5","jepulis",1781,"madi1691",1516,"Queen's Gambit Declined","Queen's Gambit Declined",1648.5,"5","Blitz"
"6136","True",96,"mate","black","5+5","madi1691",1601,"jepulis",1688,"French Defense: Exchange Variation","French Defense",1644.5,"5","Blitz"
"6137","True",103,"mate","white","5+5","qui_",1939,"madi1691",1662,"Queen's Gambit Declined: Barmen Variation","Queen's Gambit Declined",1800.5,"5","Blitz"
"6138","True",74,"mate","black","10+0","madi1691",1785,"sergey69",1815,"Caro-Kann Defense: Classical Variation","Caro-Kann Defense",1800,"10","Classical"
"6139","False",165,"draw","draw","7+2","madi1691",1571,"theco",1457,"Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation","Sicilian Defense",1514,"7","Blitz"
"6140","False",41,"resign","white","7+2","madi1691",1571,"isang",1487,"Scandinavian Defense: Anderssen Counterattack","Scandinavian Defense",1529,"7","Blitz"
"6141","True",55,"mate","white","10+0","bero",1648,"sinasepehr",1630,"King's Pawn Game: Wayward Queen Attack","King's Pawn Game",1639,"10","Classical"
"6142","True",79,"mate","white","9+3","sinasepehr",1619,"palladio",1635,"Caro-Kann Defense","Caro-Kann Defense",1627,"9","Blitz"
"6143","True",34,"resign","white","9+3","palladio",1626,"sinasepehr",1628,"French Defense: Advance Variation #4","French Defense",1627,"9","Blitz"
"6144","False",33,"draw","draw","9+9","whzgud",1672,"medeys",1455,"Ruy Lopez: Steinitz Defense","Ruy Lopez",1563.5,"9","Blitz"
"6145","True",6,"resign","black","10+8","canabidiol",801,"fisherman1",1223,"King's Pawn Game: Nimzowitsch Defense","King's Pawn Game",1012,"10","Classical"
"6146","False",48,"outoftime","black","180+0","tvlamp",1484,"isaachanson",1500,"Ruy Lopez: Steinitz Defense","Ruy Lopez",1492,"180","Classical"
"6147","True",30,"resign","black","8+2","amayak",2252,"tarsis",2121,"Sicilian Defense: Wing Gambit |  Marshall Variation","Sicilian Defense",2186.5,"8","Blitz"
"6148","True",52,"resign","black","8+0","amayak",2259,"carl2000",2386,"Sicilian Defense: Wing Gambit |  Marshall Variation","Sicilian Defense",2322.5,"8","Blitz"
"6149","True",41,"mate","white","5+5","amayak",2247,"trexchess",2094,"Sicilian Defense: Wing Gambit |  Carlsbad Variation","Sicilian Defense",2170.5,"5","Blitz"
"6150","True",77,"outoftime","white","5+5","amayak",2240,"tengiz12",2104,"Queen's Gambit Declined: Normal Defense","Queen's Gambit Declined",2172,"5","Blitz"
"6151","True",43,"resign","white","5+5","amayak",2226,"tengiz12",2119,"French Defense: Advance Variation","French Defense",2172.5,"5","Blitz"
"6152","True",62,"mate","black","5+5","amayak",2232,"tengiz12",2113,"French Defense: Chigorin Variation","French Defense",2172.5,"5","Blitz"
"6153","True",136,"resign","white","5+5","amayak",2217,"tengiz12",2135,"French Defense: Chigorin Variation","French Defense",2176,"5","Blitz"
"6154","True",82,"mate","black","30+8","marren47",1123,"chessatwar_99",1500,"Sicilian Defense: Hyperaccelerated Dragon","Sicilian Defense",1311.5,"30","Classical"
"6155","False",3,"draw","draw","2+40","kaster-2002",1408,"chessatwar_99",1570,"Queen's Pawn Game: Zukertort Variation","Queen's Pawn Game",1489,"2","Bullet"
"6156","True",79,"resign","white","12+0","theshelton",1658,"tolima",1444,"Four Knights Game: Spanish Variation |  Classical Variation","Four Knights Game",1551,"12","Classical"
"6157","True",118,"resign","black","10+0","theshelton",1669,"ciklyk",1850,"Sicilian Defense: Closed Variation |  Traditional","Sicilian Defense",1759.5,"10","Classical"
"6158","True",51,"resign","black","20+5","gorik04",1422,"theshelton",1641,"Van't Kruijs Opening","Van't Kruijs Opening",1531.5,"20","Classical"
"6159","True",58,"mate","black","10+0","5meodipt",1374,"theshelton",1549,"Italian Game: Two Knights Defense","Italian Game",1461.5,"10","Classical"
"6160","True",50,"mate","black","16+0","hasanarzum",1160,"theshelton",1480,"Four Knights Game: Spanish Variation |  Symmetrical Variation #3","Four Knights Game",1320,"16","Classical"
"6161","True",23,"resign","white","15+0","theshelton",1387,"coronelbatista",1094,"Four Knights Game","Four Knights Game",1240.5,"15","Classical"
"6162","True",52,"mate","black","60+0","organ716",1496,"theshelton",1305,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1400.5,"60","Classical"
"6163","True",39,"outoftime","white","180+0","theshelton",1195,"antropus",1491,"Sicilian Defense: Closed Variation |  Traditional","Sicilian Defense",1343,"180","Classical"
"6164","False",30,"draw","draw","10+3","chesslife",1436,"redwood",1433,"Italian Game: Two Knights Defense |  Modern Bishop's Opening","Italian Game",1434.5,"10","Classical"
"6165","False",15,"draw","draw","8+8","ivm1968",1502,"redwood",1430,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1466,"8","Blitz"
"6166","False",10,"resign","black","15+30","bigkingamir",952,"redwood",1410,"Bishop's Opening: Berlin Defense","Bishop's Opening",1181,"15","Classical"
"6167","False",31,"resign","white","15+30","redwood",1408,"bigkingamir",955,"Four Knights Game: Italian Variation","Four Knights Game",1181.5,"15","Classical"
"6168","False",170,"mate","black","10+0","bidar",1569,"redwood",1366,"Ruy Lopez: Exchange Variation","Ruy Lopez",1467.5,"10","Classical"
"6169","False",52,"resign","black","10+0","redwood",1366,"ray7",1269,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1317.5,"10","Classical"
"6170","False",112,"outoftime","black","15+8","patrick71bsp",1340,"redwood",1367,"King's Pawn Game: Wayward Queen Attack","King's Pawn Game",1353.5,"15","Classical"
"6171","False",3,"resign","black","10+10","redwood",1412,"nelasker",1485,"Sicilian Defense","Sicilian Defense",1448.5,"10","Classical"
"6172","False",66,"resign","black","15+0","redwood",1383,"gerardfredj",1347,"Italian Game: Anti-Fried Liver Defense","Italian Game",1365,"15","Classical"
"6173","False",56,"draw","draw","19+5","eric55",1134,"redwood",1397,"Scotch Game","Scotch Game",1265.5,"19","Classical"
"6174","False",107,"mate","white","7+5","redwood",1412,"andrei87",1211,"French Defense: Exchange Variation","French Defense",1311.5,"7","Blitz"
"6175","False",104,"mate","black","8+1","kutetalky",1211,"redwood",1434,"Van't Kruijs Opening","Van't Kruijs Opening",1322.5,"8","Blitz"
"6176","False",59,"resign","white","180+180","redwood",1410,"barakoff",1337,"Sicilian Defense: Bowdler Attack","Sicilian Defense",1373.5,"180","Classical"
"6177","False",61,"resign","white","10+9","moana",1225,"redwood",1552,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1388.5,"10","Classical"
"6178","False",44,"resign","black","10+5","dan00b",1061,"redwood",1602,"Ruy Lopez: Exchange Variation","Ruy Lopez",1331.5,"10","Classical"
"6179","False",8,"resign","white","5+8","redwood",1678,"redwood",1678,"Van't Kruijs Opening","Van't Kruijs Opening",1678,"5","Blitz"
"6180","False",47,"resign","black","10+0","redwood",1728,"ahmet_d",1571,"Zukertort Opening: Reversed Mexican Defense","Zukertort Opening",1649.5,"10","Classical"
"6181","True",57,"resign","white","10+1","gintokichimaru",1480,"ro74cky",1393,"French Defense: Advance Variation #2","French Defense",1436.5,"10","Classical"
"6182","True",47,"draw","draw","15+0","juanin",1552,"gintokichimaru",1283,"Sicilian Defense: Accelerated Dragon |  Modern Variation","Sicilian Defense",1417.5,"15","Classical"
"6183","True",23,"resign","white","18+15","traxtor8",1419,"kigasu0424",1362,"King's Pawn Game: Maroczy Defense","King's Pawn Game",1390.5,"18","Classical"
"6184","True",64,"mate","black","180+180","kigasu0424",1500,"zuul",1584,"French Defense: La Bourdonnais Variation","French Defense",1542,"180","Classical"
"6185","True",37,"mate","white","18+8","baba1335",1500,"bhyk_cyxapr",1535,"English Opening: King's English Variation |  Two Knights Variation","English Opening",1517.5,"18","Classical"
"6186","True",103,"outoftime","white","15+10","zynko",1506,"almachess",1588,"Sicilian Defense: Old Sicilian","Sicilian Defense",1547,"15","Classical"
"6187","True",87,"mate","white","15+10","zynko",1501,"dachnik",1221,"Caro-Kann Defense","Caro-Kann Defense",1361,"15","Classical"
"6188","False",63,"resign","white","9+8","zynko",1515,"chameleon",1448,"Sicilian Defense","Sicilian Defense",1481.5,"9","Blitz"
"6189","True",43,"resign","white","15+0","zynko",1494,"chebyshev",1843,"Caro-Kann Defense","Caro-Kann Defense",1668.5,"15","Classical"
"6190","True",57,"resign","white","15+0","gojkostilvs",1690,"zynko",1501,"Bishop's Opening: Berlin Defense","Bishop's Opening",1595.5,"15","Classical"
"6191","True",47,"resign","white","3+12","stefanojack2",1703,"i_am_mariam",1366,"Zukertort Opening: Vos Gambit","Zukertort Opening",1534.5,"3","Blitz"
"6192","True",18,"resign","white","13+0","pachiviris",1352,"i_am_mariam",1380,"Queen's Pawn Game: Mason Attack","Queen's Pawn Game",1366,"13","Classical"
"6193","True",51,"resign","black","13+0","i_am_mariam",1395,"pachiviris",1338,"King's Pawn Game: Busch-Gass Gambit","King's Pawn Game",1366.5,"13","Classical"
"6194","True",80,"resign","black","13+0","pachiviris",1349,"i_am_mariam",1383,"Queen's Pawn Game: Mason Attack","Queen's Pawn Game",1366,"13","Classical"
"6195","True",29,"resign","black","13+0","i_am_mariam",1399,"pachiviris",1335,"Scotch Game: Lolli Variation","Scotch Game",1367,"13","Classical"
"6196","True",27,"resign","black","5+5","i_am_mariam",1183,"irakli",1427,"Scotch Game","Scotch Game",1305,"5","Blitz"
"6197","True",66,"resign","black","15+0","i_am_mariam",1405,"rajapirka",1632,"Caro-Kann Defense: Maroczy Variation","Caro-Kann Defense",1518.5,"15","Classical"
"6198","True",73,"draw","draw","10+0","howichok",1455,"i_am_mariam",1387,"Queen's Pawn Game","Queen's Pawn Game",1421,"10","Classical"
"6199","False",26,"resign","white","10+15","lubo10",1466,"tao1122",1297,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1381.5,"10","Classical"
"6200","False",62,"mate","black","10+0","brauliobd947717",1445,"lubo10",1466,"Sicilian Defense: Closed","Sicilian Defense",1455.5,"10","Classical"
"6201","False",150,"mate","black","8+8","diegozmh7",1500,"lubo10",1466,"King's Pawn Game: Wayward Queen Attack","King's Pawn Game",1483,"8","Blitz"
"6202","False",4,"resign","black","5+8","libertas",1415,"lubo10",1466,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1440.5,"5","Blitz"
"6203","False",28,"outoftime","black","2+15","gohardlikeputin",1500,"lubo10",1466,"Van't Kruijs Opening","Van't Kruijs Opening",1483,"2","Bullet"
"6204","False",88,"outoftime","black","8+4","lubo10",1466,"snilleblixten",1533,"Sicilian Defense","Sicilian Defense",1499.5,"8","Blitz"
"6205","True",97,"resign","black","19+45","romualdos",1549,"lubo10",1466,"French Defense: Tarrasch Variation |  Chistyakov Defense |  Modern Line","French Defense",1507.5,"19","Classical"
"6206","False",58,"mate","black","8+0","lubo10",1466,"addgun",1500,"Caro-Kann Defense: Exchange Variation","Caro-Kann Defense",1483,"8","Blitz"
"6207","False",36,"resign","black","10+8","cropsy",1500,"lubo10",1466,"Queen's Pawn Game","Queen's Pawn Game",1483,"10","Classical"
"6208","True",62,"mate","black","9+6","moty1",1216,"pen18",1584,"Scandinavian Defense: Mieses-Kotroc Variation","Scandinavian Defense",1400,"9","Blitz"
"6209","False",111,"mate","white","7+2","moty1",1068,"alliekatxoxo1",807,"King's Pawn Game: Leonardis Variation","King's Pawn Game",937.5,"7","Blitz"
"6210","False",97,"outoftime","white","10+2","moty1",1068,"alliekatxoxo1",807,"King's Pawn Game: Leonardis Variation","King's Pawn Game",937.5,"10","Classical"
"6211","False",48,"mate","black","5+9","moty1",1076,"hikar",1373,"French Defense: Exchange Variation","French Defense",1224.5,"5","Blitz"
"6212","False",25,"resign","white","20+8","moty1",1076,"alliekatxoxo1",807,"King's Pawn Game: Leonardis Variation","King's Pawn Game",941.5,"20","Classical"
"6213","False",45,"mate","white","10+0","miladghasemi",1011,"moty1",1076,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1043.5,"10","Classical"
"6214","False",101,"outoftime","white","10+0","moty1",1076,"miladghasemi",1011,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1043.5,"10","Classical"
"6215","True",17,"resign","white","10+10","audi-razborka",1671,"skylar-morgan123",1094,"Van't Kruijs Opening","Van't Kruijs Opening",1382.5,"10","Classical"
"6216","False",21,"resign","white","5+8","quao",1501,"skylar-morgan123",1030,"French Defense: Normal Variation","French Defense",1265.5,"5","Blitz"
"6217","True",20,"resign","white","10+0","joker_01",1312,"skylar-morgan123",1274,"Van't Kruijs Opening","Van't Kruijs Opening",1293,"10","Classical"
"6218","False",31,"resign","white","10+3","cptobvious",1500,"gr3ch",1209,"Ruy Lopez: Berlin Defense |  Rio Gambit Accepted","Ruy Lopez",1354.5,"10","Classical"
"6219","True",115,"resign","white","25+0","paulusii",1527,"gr3ch",1212,"Scotch Game","Scotch Game",1369.5,"25","Classical"
"6220","True",71,"resign","white","25+0","gr3ch",1188,"locolope",1597,"French Defense: Advance Variation |  Nimzowitsch System","French Defense",1392.5,"25","Classical"
"6221","True",37,"mate","white","5+8","gr3ch",1174,"jebiscool",1500,"Four Knights Game: Italian Variation","Four Knights Game",1337,"5","Blitz"
"6222","False",14,"mate","black","6+10","ahmed_hisham",1500,"gr3ch",1174,"Bishop's Opening: Ponziani Gambit","Bishop's Opening",1337,"6","Blitz"
"6223","False",95,"resign","white","6+10","gr3ch",1174,"ahmed_hisham",1500,"Van't Kruijs Opening","Van't Kruijs Opening",1337,"6","Blitz"
"6224","False",107,"mate","white","20+0","toroid",1500,"gr3ch",1174,"King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit","King's Pawn Game",1337,"20","Classical"
"6225","True",36,"resign","white","8+2","sashik",2059,"okanava",1640,"Scandinavian Defense: Modern Variation #2","Scandinavian Defense",1849.5,"8","Blitz"
"6226","True",69,"resign","white","10+15","okanava",1500,"1714-2014",1422,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1461,"10","Classical"
"6227","True",73,"mate","white","10+10","kamikazo",1550,"brahim_mkr",1500,"English Opening: Four Knights System |  Nimzowitsch Variation","English Opening",1525,"10","Classical"
"6228","True",104,"resign","black","15+5","trial-__gre",1588,"speedlearn",1533,"Scandinavian Defense: Mieses-Kotroc Variation","Scandinavian Defense",1560.5,"15","Classical"
"6229","True",35,"outoftime","white","15+5","trial-__gre",1560,"barrabasmail",1522,"Sicilian Defense: Franco-Sicilian Variation","Sicilian Defense",1541,"15","Classical"
"6230","True",64,"resign","black","15+5","trial-__gre",1571,"sixtyfour",1597,"French Defense: Advance Variation #2","French Defense",1584,"15","Classical"
"6231","True",47,"resign","white","15+5","trial-__gre",1560,"adel1969",1547,"King's Pawn Game: Damiano Defense","King's Pawn Game",1553.5,"15","Classical"
